Placed In,Class 10 Percentage,Class 12 Percentage,Degree Percentage,Degree CGPA,Live Backlogs,Education Gap,Year down,Internship Details
1,88,83,82,9,0,0,0,1
1,97,68,78,9,0,0,0,1
0,81,61,76,8,0,0,0,1
0,86,75,86,10,0,0,0,1
0,92,86,88,10,0,0,0,1
0,87,63,78,9,0,0,0,1
0,93,82,78,9,0,0,0,1
0,67,54,63,9,0,0,0,1
1,89,78,85,9,0,0,0,1
1,78,79,85,9,0,1,0,1
1,91,74,80,9,0,0,0,1
1,70,57,77,8,0,0,0,1
0,74,60,79,9,0,0,0,1
1,89,80,84,10,0,0,0,1
1,97,79,85,10,0,0,0,1
0,80,73,78,9,0,0,0,1
1,92,81,79,9,0,0,0,1
1,90,85,85,9,0,0,0,1
1,68,73,78,9,0,1,0,1
0,74,58,70,8,0,0,2,1
1,85,69,74,8,0,0,0,1
1,84,58,86,9,0,0,0,1
1,90,74,83,9,0,0,0,1
1,96,89,87,9,0,0,0,1
0,65,73,63,9,0,0,0,1
0,82,65,78,7,0,0,0,1
1,92,82,81,9,0,0,0,1
1,84,74,74,8,0,0,0,1
1,78,69,82,9,0,0,0,1
0,87,73,91,10,0,0,0,1
1,89,73,88,10,0,0,0,1
1,95,73,90,10,0,0,0,1
0,92,73,83,9,0,0,0,1
0,88,73,87,9,0,0,0,1
1,95,73,90,10,0,0,0,1
1,92,73,89,10,0,0,0,1
1,90,73,85,9,0,0,0,1
1,92,73,88,10,0,0,0,1
1,94,73,90,10,0,0,0,1
0,71,50,81,9,0,0,0,1
1,94,73,90,10,0,0,0,1
1,94,73,87,9,0,0,0,1
1,89,69,71,8,0,0,1,1
1,79,73,75,9,0,0,0,1
1,86,73,90,10,0,0,0,0
0,77,73,59,8,0,0,0,1
0,89,73,67,7,0,0,0,1
1,77,73,72,8,0,0,0,1
1,83,73,75,8,0,2,0,1
0,90,83,79,9,0,0,0,1
1,69,63,55,6,0,0,0,0
0,77,68,71,8,0,0,0,1
1,72,73,62,7,0,0,0,1
0,85,75,78,9,1,0,1,1
0,86,57,57,7,0,0,0,1
0,75,73,60,7,0,0,0,1
1,83,73,74,8,0,0,0,1
1,82,73,61,7,0,0,0,1
0,78,73,78,9,0,0,0,1
0,81,70,61,7,0,0,4,1
0,72,75,59,7,0,0,0,1
1,87,73,74,8,0,0,0,1
1,95,69,66,7,0,0,0,1
0,80,70,58,6,0,0,0,1
1,72,73,66,8,0,0,0,1
0,73,55,58,7,0,0,0,1
0,95,65,62,7,0,2,0,1
1,87,73,62,7,0,0,0,1
0,87,73,70,8,0,1,0,1
1,77,73,66,7,0,0,0,1
1,89,74,73,8,0,0,0,1
1,70,87,65,8,0,0,0,1
1,84,73,60,7,0,0,0,1
1,74,73,70,8,0,0,0,1
0,77,73,65,7,0,0,0,0
0,77,74,52,6,0,0,0,1
0,94,74,69,8,0,0,0,1
0,69,68,68,7,0,0,0,1
1,90,63,67,7,0,0,0,1
0,93,79,78,9,0,0,0,0
0,85,73,78,9,0,0,0,0
1,78,59,64,7,0,0,1,1
1,87,73,75,8,0,0,0,1
0,88,58,78,9,0,2,2,1
0,71,73,62,6,1,0,0,1
1,66,61,59,7,0,2,1,1
0,90,73,67,7,0,0,0,1
0,86,73,65,8,0,0,0,1
1,81,65,69,8,0,1,0,1
0,81,57,43,7,0,0,0,1
0,73,58,66,7,0,0,0,1
0,84,66,60,5,8,1,0,1
0,83,61,77,8,0,0,0,1
1,80,60,60,7,0,1,0,1
0,84,70,67,7,0,0,0,1
0,87,66,58,7,0,1,1,1
1,77,73,78,9,0,0,0,1
